tweet,label,clean_text
"Belum lama ini seorang warga Bekasi dikabarkan meninggal dunia diduga karena kekurangan oksigen, karena mengenakan masker saat berkeliling menggunakan sepedanya. #TauCepatTanpaBatas",hoax,lama orang warga bekas kabar tinggal dunia duga kurang oksigen kena masker keliling guna sepeda
#AdaptasiDenganCorona program 1 suami 2 istri,?,program suami istri
"Indonesia Punya Program 1 Suami 2 Istri, Mau ya… https://infoindonesia.id/hiburan/indonesia-punya-program-1-suami-2-istri-mau-ya/",hoax,indonesia punya program suami istri mau ya
"""Katanya indo mau bikin program 1 suami 2 istri menurutku wajar saja, coba di balik 1 istri 2 suami, bumi ga lama diadain programnya ancur tuh auto kiamat kubro"" #jadibetinamanutaja",hoax,kata indo mau bikin program suami istri turut wajar coba balik istri suami bumi ga lama diadain program ancur tuh auto kiamat kubro
Indonesia di adakan program 1 suami 2 istri setuju tidak? http://fb.me/SnCPg7MY,hoax,indonesia adakan program suami istri tuju
Indonesia di adakan program 1 suami 2 istri setuju tidak? http://ift.tt/2nlCM7i #SEARCH #SEO,hoax,indonesia adakan program suami istri tuju
"Malam-malam dikirimi program 1 suami 2 istri. Maksudnya kalau berhasil ikut program ini yg istri muda disuruh cuci piring, istri tua disuruh shopping gitu?",?,malammalam kirim program suami istri maksud kalau hasil ikut program istri muda suruh cuci piring istri tua suruh shopping gitu
"Program 1 suami 2 istri.. Boro2 dua istri,mimpi aja ga dpt 2 istri. Ini 1 aja ga nyampe2..",hoax,program suami istri boro istrimimpi aja ga dpt istri aja ga nyampe
Iye.. Gerindra malah mau calonin ex napi koruptor buat jadi wagub dki pengganti ono.. eh uno,hoax,iye gerindra malah mau calonin ex napi koruptor buat jadi wagub dki ganti ono eh uno
"Ex napi jadi wagub ? Wajah ketakutanWajah ketakutanWajah ketakutanhttps://news.detik.com/berita/d-4161231/m-taufik-jadi-kandidat-wagub-meski-eks-napi-ini-argumen-gerindra… Meski Taufik eks napi korupsi, Gerindra mengajukan namanya jadi kandidat wagub pengganti Sandi. ""Allah saja mahapemaaf, masak kita nggak memberikan maaf?""",hoax,ex napi jadi wagub wajah ketakutanwajah ketakutanwajah takut meski taufik eks napi korupsi gerindra aju nama jadi kandidat wagub ganti sandi allah mahapemaaf masak beri maaf
Yah liat saja nanti. Gue lihat kader PKS tuh total..Direct Selling dor to dor biaya sendiri. Minimal kayak gini kagak ada. Lagian niat nggak sih jadi Presiden kalau jadimah Wagub nggak ada harganya. Jgn2x nggak pede jadi bela-belain ex Napi Koruptor.,hoax,yah liat gue lihat kader pks tuh totaldirect selling dor to dor biaya sendiri minimal kayak gin kagak lagi niat sih jadi presiden kalau jadimah wagub harga jgnx pede jadi belabelain ex napi koruptor
Mudah2 an deh m.taufik dicalonkan Pak Prabowo jadi wagub dki ..58% warga jkt pasti mendukung lah...sejarah banget kan ex napi koruptor bisa jadi wagub,hoax,mudah an deh mtaufik calon pak prabowo jadi wagub dki warga jkt dukung lahsejarah banget kan ex napi koruptor jadi wagub
Sudahlah dek ga usah di urusi ex artis yg jadi anggota dewan tapi benar2 unfaedah dan bikin boros uang negara saja. Karena dia jd legislator ga ada manfaatnya bagi rakyat. Dia ga ngaca ex napi koruptor di angkat jadi Wagub DKI,hoax,sudah dek ga usah urus ex artis jadi anggota dewan benar unfaedah bikin boros uang negara jd legislator ga manfaat rakyat ga ngaca ex napi koruptor angkat jadi wagub dki
"di negara koruptif seperti indonesia, seorang ex napi bisa jadi pimpinan dewan dan ngebet betul ingin jadi wagub. padahal kita tau, bagi maling tidak ada kapok dalam kamusnya",hoax,negara koruptif indonesia orang ex napi jadi pimpin dewan ngebet betul jadi wagub padahal tau maling kapok kamus
semoga dipertimbangkan kembali untuk menunjuk M Taufik Jadi Wagub DKI atas status nya sbg ex napi korupsi. Akan sangat banyak yg kecewa termasuk simpatisan PS-Sandi di LN yg sudah mati2an membela/mendukung PS-Sandi. say no to corruption!,hoax,moga timbang tunjuk m taufik jadi wagub dki atas status nya sbg ex napi korupsi sangat banyak kecewa masuk simpatisan pssandi ln mati membelamendukung pssandi say no to corruption
"""Selamat Tinggal Sejarah Islam""Kemenag Menghapus Kurikulum Pendidikan Agama di Madrasah Kata Khilafah dan Jihad https://pesisirnews.com/NASIONAL/-quot-Selamat-Tinggal-Sejarah-Islam-quot-Kemenag-Menghapus-Kurikulum-Pendidikan-Agama-di-Madrasah-Kata-Khilafah-dan-Jihad#.Xfhzm6Vnxvp.facebook",hoax,selamat tinggal sejarah islamkemenag hapus kurikulum didik agama madrasah kata khilafah jihad
Beredar kabar yang menyebutkan Kementerian Agama (Kemenag) menghapus Pendidikan Agama Islam dan Bahasa Arab dari kurikulum Madrasah. Kabar tersebut beredar di media sosial menyusul diterbitkannya surat edaran KMA No 183 tahun 2019. Adapun surat edaran … https://instagr.am/p/CCjLaR8Hz0A/,hoax,edar kabar sebut menteri agama kemenag hapus didik agama islam bahasa arab kurikulum madrasah kabar sebut edar media sosial susul terbit surat edar kma no tahun adapun surat edar 
"bukti rezim ini pembenci islam .. walau cuma hanya diganti kata .. tp ini adlh bentuk cara menghilangkan islam dikit demi dikit ... ""Selamat Tinggal Sejarah Islam""Kemenag Menghapus Kurikulum Pendidikan Agama di Madrasah Kata Khilafah dan Jihad https://pesisirnews.com/NASIONAL/-quot-Selamat-Tinggal-Sejarah-Islam-quot-Kemenag-Menghapus-Kurikulum-Pendidikan-Agama-di-Madrasah-Kata-Khilafah-dan-Jihad#.XfiuXWXUK5J.twitter",hoax,bukti rezim benci islam cuma ganti kata tp adlh bentuk cara hilang islam dikit dikit selamat tinggal sejarah islamkemenag hapus kurikulum didik agama madrasah kata khilafah jihad
"Kita jangan diam saja, hajar nih si Menag kok seenak jidatnya menghapus pend. Agama, perlu juga kita tahu, agama si Menag ini apa toh Selamat Tinggal Sejarah Islam""Kemenag Menghapus Kurikulum Pendidikan Agama di Madrasah Kata Khilafah dan Jihad https://pesisirnews.com/NASIONAL/-quot-Selamat-Tinggal-Sejarah-Islam-quot-Kemenag-Menghapus-Kurikulum-Pendidikan-Agama-di-Madrasah-Kata-Khilafah-dan-Jihad#.Xfhzm6Vnxvp.facebook",hoax,jangan diam hajar nih si menag kok enak jidat hapus pend agama perlu tahu agama si menag apa selamat tinggal sejarah islamkemenag hapus kurikulum didik agama madrasah kata khilafah jihad
Mentri Nganu buat Gebrakan Gila pisan dia Ingin Menghapus Sejarah Perang dlm Kurikulum SKI dan mencabut pula Pendi2kan Agama dari UU Pesantern. Kayanya Pesanan agar dia terhindar Dari Kasus Jual Jabatan d kemenag yg menyeret nya,hoax,tri nganu buat gebrak gila pis hapus sejarah perang dlm kurikulum ski cabut dik agama uu pesantern kaya pesan hindar kasus jual jabat d kemenag seret nya
"Benar2 rezim anti islam, ingin menghilangkan sejarah yg merupakan ghiroh bagi umat untuk menegakkan syareat islam.. ""Selamat Tinggal Sejarah Islam""Kemenag Menghapus Kurikulum Pendidikan Agama di Madrasah Kata Khilafah dan Jihad http://babe.topbuzz.com/article/i6768289970370118145?app_id=1124&gid=6768289970370118145&impr_id=6768309066849011970&language=id&region=id&user_id=6751404811303224322&c=tw",hoax,benar rezim anti islam hilang sejarah rupa ghiroh umat tegak syareat islam selamat tinggal sejarah islamkemenag hapus kurikulum didik agama madrasah kata khilafah jihad
"KHILAFAH MEMULIAKAN AJARAN ISLAM. Oleh: Syah Revolter Beredar berita bahwa Kemenag akan menghapus materi tentang 'perang' dari kurikulum madrasah. Alasannya, agar Islam tidak lagi dijuluki sebagai agama perang... https://facebook.com/100006241063280/posts/2401848053366540/",hoax,khilafah mulia ajar islam syah revolter edar berita kemenag hapus materi perang kurikulum madrasah alas islam juluk agama perang
"Viral diBandung, di Kampus Ini Disebut Ada Sekte Pemuja Setan https://pastelink.net/1u67e #BeritaTerkini #beritajabar",hoax,viral bandung kampus sebut sekte puja setan
kampus itenas jaman sy kuliah dlu trkenal dgn video asoy in the hoy. Sekarang trkenal dgn oknum mhs ritual pemuja setan. OMG,hoax,kampus itenas jaman sy kuliah dlu trkenal dgn video asoy in the hoy sekarang trkenal dgn oknum mhs ritual puja setan omg
Heboh Aktivitas 'Ritual Pemuja Setan' di Kampus Itenas Bandung,hoax,heboh aktivitas ritual puja setan kampus itenas bandung
Heboh Aktivitas 'Ritual Pemuja Setan' di Kampus Itenas Bandung https://nusawarta.info/2020/07/heboh-aktivitas-ritual-pemuja-setan-di.html,hoax,heboh aktivitas ritual puja setan kampus itenas bandung
Heboh Aktivitas ‘Ritual Pemuja Setan’ di Kampus Itenas Bandung #Itenas #Bandung,hoax,heboh aktivitas ritual puja setan kampus itenas bandung
"Gara2 ke doktrin omongan temen makan mie instan itu bikin kanker, sejak saat itu aku ga pernah nyicip mie instan lg",hoax,gara doktrin omong temen makan mie instan bikin kanker sejak aku ga pernah nyicip mie instan lg
"Banyak manusia yang akhirnya bikin klaim kalau nasi dan/atau gula sebagai penyebab diabetes, jeroan sebagai penyebab kolesterol, tembakau bikin kanker, MSG bikin lemot, mie instan gak sehat, dan banyak lagi. https://instagram.com/p/CFDte49nEt5/?igshid=x1grhq00xsq1",hoax,banyak manusia akhir bikin klaim kalau nasi danatau gula sebab diabetes jeroan sebab kolesterol tembakau bikin kanker msg bikin lot mie instan gak sehat banyak
"Sering denger kalimat ""yg berlebihan itu ga baik"" atau ""makan mie instan bisa bikin kanker"". Its true. Buat yg suka bgt makan mie instan, sering nunda lapar, dan langsung tiduran abis makan, WAJIB BACA INI! Wajah sedikit senyumhttps://today.line.me/ID/article/rvZ3nY?utm_source=ttshare… #LINETODAY",hoax,sering denger kalimat lebih ga baik makan mie instan bikin kanker its true buat suka bgt makan mie instan sering nunda lapar langsung tidur abis makan wajib baca wajah sedikit senyum
"Orang2 sering fokus dengan kecanduan narkoba, alkohol, sex. Mereka lupa, ada orang2 yang kecanduan makan mie instan. Gw salah satunya, tiap hari makan mie. Meski dari kecil dicekoki pengetahuan tentang bahaya mulai dari msg bikin bego, kanker, merusak otak, dll.",hoax,orang sering fokus candu narkoba alkohol sex lupa orang candu makan mie instan gw salah satu tiap hari makan mie meski kecil cekok tahu bahaya mulai msg bikin bego kanker rusak otak
"Wkwk tau ga mie instan, dan segala micin2an yang kalian makan itu beresiko juga buat bikin kanker",hoax,wkwk tau ga mie instan segala micinan kalian makan resiko buat bikin kanker
"mie instan bahaya banget buat tubuh, bener2 bisa bikin kanker, ini kejadian sama tetangga ane, dan dia meninggal"" << ngeri broo..",hoax,mie instan bahaya banget buat tubuh bener bikin kanker jadi sama tetangga ane tinggal ngeri broo
Mungkin gak klo keseringan makan mie instan itu bsa bikin sakit kanker ?,?,mungkin gak klo sering makan mie instan bsa bikin sakit kanker
Viral!!! Mohon Sebarkan Garam Mengandung Pecahan Kaca: http://youtu.be/iUbcv2-nT1s?a melalui,hoax,viral mohon sebar garam kandung pecah kaca lalu
"Viral Video Berisi Tayangan Garam Beryodium Mengandung Pecahan Kaca, BPOM Turun Tangan http://jateng.tribunnews.com/2017/08/14/viral-video-berisi-tayangan-garam-beryodium-mengandung-pecahan-kaca-bpom-turun-tangan… lewat ",hoax,viral video isi tayang garam yodium kandung pecah kaca bpom turun tangan lewat
Aina Kaget Garam Miliknya Diisukan Mengandung Pecahan Kaca - Banjarmasin Post http://fb.me/5Y2bwZN2k,hoax,aina kaget garam milik isu kandung pecah kaca banjarmasin post
Aina Kaget Garam Miliknya Diisukan Mengandung Pecahan Kaca http://dlvr.it/PdJxkt,hoax,aina kaget garam milik isu kandung pecah kaca
"Dari jaman dulu kantong teh celup disebut beracun, garam dapur yg katanya mengandung pecahan kaca, terus ada lgi beras yg katanya disintesis dari plastik, macem2 dah kearifan lokal warga indo",hoax,jaman dulu kantong teh celup sebut racun garam dapur kata kandung pecah kaca terus lgi beras kata sintesis plastik macem dah arif lokal warga indo
Firman diberi banyak garam oleh Dahlia. Tetapi ternyata pembeli gado2 Hana protes krn gado2nya mengandung pecahan kaca #JODOHWASIATBAPAK167,hoax,firman beri banyak garam dahlia nyata beli gado hana protes krn gado kandung pecah kaca
"HOAX, Berita Garam Mengandung Pecahan Kaca Beredar di Medos: NUSANTARAEXPRESS, BAGANSIAPIAPI – Beredar video di… http://dlvr.it/Pgj8tP",valid,hoax berita garam kandung pecah kaca edar medos nusantaraexpress bagansiapiapi  edar video di
RT JadiTINGGI: Ceker dan sayap ayam bisa menyebabkan kanker untuk wanita? Cari infonya dis… https://pic.twitter.com/cNirvIq4Dz,hoax,rt jaditinggi ceker sayap ayam sebab kanker wanita cari info dis
Ceker dan sayap ayam bisa menyebabkan kanker untuk wanita?Cari infonya disini CS1: 2B56D627/081321489500 https://pic.twitter.com/3X68mhM0DA,hoax,ceker sayap ayam sebab kanker wanitacari info sini cs bd
"ceker, sayap dan kulit ayam bahaya buat wanita bisa menyebabkan kista, kanker, tumor :( Allhamdulilah gasuka begituan apalagi berbau2 kulit",hoax,ceker sayap kulit ayam bahaya buat wanita sebab kista kanker tumor allhamdulilah gasuka begitu bau kulit
Banyak yang share tentang: Makan sayap ayam n ceker ayam suntik bisa menyebabkan kanker rahim dan payudara... http://fb.me/1Ab4fOCmU,hoax,banyak share makan sayap ayam n ceker ayam suntik sebab kanker rahim payudara
"Ternyata mengkonsumsi sayap dan ceker ayam bisa menyebabkan kanker ovarium, kanker serviks, dan kanker payudara.",hoax,nyata konsumsi sayap ceker ayam sebab kanker ovarium kanker serviks kanker payudara
"Yang khawatir dengan Isue ceker ayam dan sayap ayam dapat menyebabkan kanker. Coba dibaca link ini, adalah... http://fb.me/6K6JxQP2G",hoax,khawatir isue ceker ayam sayap ayam sebab kanker coba baca link
baru tau kalau konsumsi sayap dan ceker ayam terlalu banyak bisa menyebabkan kanker rahim o_O,hoax,baru tau kalau konsumsi sayap ceker ayam terlalu banyak sebab kanker rahim oo
Positif mengandung babi hehehe brp bulan tuh babi di dlm masako sachet,hoax,positif kandung babi hehehe brp bulan tuh babi dlm masako sachet
BUMBU MASAK/MAKANAN YANG MENGANDUNG BABI ATAU BARANG HARAM SEBAGAIMANA DAFTAR DI BAWAH INI: 1.Masako positif (mengandung babi) 2.Micin sasa positif (mengandung babi) 3.Micin ajinamoto positif (mengandung babi) 4.Indomie goreng bumbunya positif (mengandung babi),hoax,bumbu masakmakanan kandung babi barang haram bagaimana daftar bawah masako positif kandung babi micin sasa positif kandung babi micin ajinamoto positif kandung babi indomie goreng bumbu positif kandung babi
ati2 ta.bukan cuma efek micin tapi efek masako.denger2 mengandung kaldu babi.hahahahhà,hoax,ati tabu cuma efek micin efek masakodenger kandung kaldu babihahahahh
idih masako sama royco mengandung minyak babi :D,hoax,idih masako sama royco kandung minyak babi d
"aku baru tau klo masako mengandung babi. Jadi selama ini orang tua babi adalah masako. :|""",hoax,aku baru tau klo masako kandung babi jadi lama orang tua babi masako
"MUI Menerbitkan Daftar Bumbu Masakan Mengandung Babi, Ternyata Masako Positif Babi ",hoax,mui terbit daftar bumbu masakan kandung babi nyata masako positif babi
"Ternyata HOAX tuipss Kembali diviralkan ..padahal berita lama. MUI Menerbitkan Daftar Bumbu Masakan Mengandung Babi, Ternyata Masako Positif Babi Cek Fakta Ini",valid,nyata hoax tuipss diviralkan padahal berita lama mui terbit daftar bumbu masakan kandung babi nyata masako positif babi cek fakta
Katanya Revolusi Mental... Mental yang mana jika Miras bisa halal di jual bebas di Indonesia #Indonesia_Hancur,hoax,kata revolusi mental mental mana miras halal jual bebas indonesia
"Selama miras di indonesia halal ga akan deh australia bener"" ga mau kesini #baliboycott",hoax,lama miras indonesia halal ga deh australia bener ga mau kesini
"jika FPI dibubarkan, miras akan berubah jadi halal di Indonesia.",hoax,fpi bubar miras ubah jadi halal indonesia
Akhirnya miras bakal di halal kan di indonesia,hoax,akhir miras bakal halal kan indonesia
"Sebelum ada lampu hijau terhadap peredaran miras di beberapa daerah, di Indonesia sudah menjadi hal lumrah yang mengkonsumsinya, terutama kota2 besar. Bagi yang minat aja dan tidak ada paksaan. Jika kiranya haram jangan diminum, ada yang lebih halal selain miras, KENCING ONTA!",hoax,lampu hijau edar miras beberapa daerah indonesia jadi lumrah konsumsi utama kota besar minat aja paksa kira haram jangan minum lebih halal miras kencing onta
"Akankah Miras yg diproduksi di Indonesia akan diberikan label Halal...Naudzubillah himindzalik,",?,akan miras produksi indonesia beri label halalnaudzubillah himindzalik
"Di saat Goodbener Indonesia kita melepas saham bir karena ingin pendapatan pemda yg halal... Eh gabener cebong dari ntt malah meresmikan miras, apakah ini hasil revolusi mental??? Eh bong karena elo mendukung... https://facebook.com/100000106775778/posts/2698720470141486/",hoax,goodbener indonesia lepas saham bir dapat pemda halal eh gabener cebong ntt malah resmi miras hasil revolusi mental eh bong elo dukung
*MAHASISWA* AKAN AKSI BESAR BESARAN dan mengundang masyarakat untuk turun aksi melawan *kezoliman* Tanggal 5 Juli 2021.,hoax,mahasiswa aksi besar besar undang masyarakat turun aksi lawan kezoliman tanggal juli
"Beredar Undangan Aksi Besar-besaran 5 Juli 2021: Mahasiswa Bergerak Lakukan Perlawanan, Suarakan Kebenaran #Mahasiswa #jokowi",hoax,edar undang aksi besarbesaran juli mahasiswa gerak laku lawan suara benar
BEM UI Bantah Akan Gelar Aksi Unjuk Rasa Besar-besaran pada 5 Juli Nanti https://tribunnews.com/nasional/2021/07/03/bem-ui-bantah-akan-gelar-aksi-unjuk-rasa-besar-besaran-pada-5-juli-nanti…,hoax,bem ui bantah gelar aksi unjuk rasa besarbesaran juli
BEM UI Bantah Akan Gelar Aksi Unjuk Rasa Besar-besaran pada 5 Juli Nanti,hoax,bem ui bantah gelar aksi unjuk rasa besarbesaran juli
"Beredar Undangan Aksi Besar-besaran 5 Juli 2021: Mahasiswa Bergerak Lakukan Perlawanan, Suarakan Kebenaran https://harianterbit.com/read/137747/Beredar-Undangan-Aksi-Besar-besaran-5-Juli-2021-Mahasiswa-Bergerak-Lakukan-Perlawanan-Suarakan-Kebenaran… #Mahasiswa #jokowi",hoax,edar undang aksi besarbesaran juli mahasiswa gerak laku lawan suara benar
ini adalah aksi melawan kezoliman & kesewenangan institusi yg zolim,hoax,aksi lawan kezoliman wenang institusi zolim
aksi damai bergandengan tangan semua komponen..akan membuat rantai manusia panjang melawan kezoliman,hoax,aksi damai gandeng tangan semua komponenakan buat rantai manusia panjang lawan kezoliman
